Condition,RID,Kapp,Rep
Acetate,15093,369.56522391000846,111
Acetate,14717,24.4634190478404,111
Acetate,22992,27.78152849700047,111
Acetate,23104,3.5445870885349127,111
Acetate,34851,23.944668519994003,111
Acetate,18049,8.858324981447169,111
Acetate,15841,1.5750815178046353,111
Acetate,41888,2832.842619160254,111
Acetate,23776,6.965112120066878,111
Acetate,10748,11114.089055137816,111
Acetate,32287,6.395908249637972,111
Acetate,61092,128.51604125117078,111
Acetate,14629,6.439334453503693,111
Acetate,24809,302.8970704279225,111
Acetate,11612,601.6628463977403,111
Acetate,17817,46.64984972148634,111
Acetate,37751,1767.8286112141711,111
Acetate,28374,3.3412300503477206,111
Acetate,41896,472.32827734282205,111
Acetate,31255,11.750653260671331,111
Acetate,27710,93.1291067642813,111
Acetate,14877,181.14404658671046,111
Acetate,23032,565.3712637622763,111
Acetate,15393,35.28900106483841,111
Acetate,27694,251.9633301552482,111
Acetate,15009,85.34149792580912,111
Acetate,12813,3.5487326121634926,111
Acetate,14109,14.210148131236744,111
Acetate,41808,10.756333880691615,111
Acetate,13985,1.4485721557781062,111
Acetate,32171,59.79236375058239,111
Acetate,19821,2.2915877479776503,111
Acetate,23780,3347.061621600609,111
Acetate,23176,1157.7804592018097,111
Acetate,27626,453.19390940529183,111
Acetate,18437,71.11645094200661,111
Acetate,15481,15.808537869977679,111
Acetate,11308,9.291552403906204,111
Acetate,19381,1521.6346468036234,111
Acetate,41892,318.00055603320334,111
Acetate,10508,1.3850292521744874,111
Acetate,22628,113.89765872712124,111
Acetate,10164,123.1122310174356,111
Acetate,41840,2993.2528689974893,111
Acetate,13801,12.077763871817053,111
Acetate,27678,395.00405177323853,111
Acetate,12228,2.6462642081022874,111
Acetate,19453,5252.226465988699,111
Acetate,41908,1908.7404373743664,111
Acetate,41912,341.7823473277015,111
Acetate,12641,429.40765168170793,111
Acetate,31843,37.016097598294486,111
Acetate,21588,13.28711647482919,111
Acetate,16249,180.4763805879333,111
Acetate,25249,290.4513206593119,111
Acetate,10840,4.395990631858531,111
Acetate,25152,2.2886821968148583,111
Acetate,13725,49.96459164793436,111
Acetate,20700,118.71393349397506,111
Acetate,14089,78.96476325423242,111
Acetate,21824,236.8407078173423,111
