Protein,MassFraction
PN96_RS07870,0.0010802407135988446
PN96_RS09410,4.012225911657433e-6
PN96_RS11200,0.0019093759168630363
PN96_RS13770,0.00021306011620142454
PN96_RS02310,0.00029969635900688304
PN96_RS00575,0.00037135918199064855
PN96_RS10575,0.0013649460590617675
PN96_RS16020,1.933370707405008e-5
PN96_RS23260,0.00010774781191261927
PN96_RS08050,1.3139295816416492e-5
PN96_RS15005,0.0003854134914499851
PN96_RS20755,0.00031620547085695245
PN96_RS03075,0.00011538552124775303
PN96_RS13755,0.0004471326159630692
PN96_RS07490,2.81192326264816e-5
PN96_RS00920,0.004631189347537813
PN96_RS08600,0.00010863769720341582
PN96_RS13610,0.00024569613273164355
PN96_RS15010,0.0010560502671518323
PN96_RS21725,2.4394712228687723e-5
PN96_RS11250,0.0007799876012461768
PN96_RS14285,4.802515178377125e-5
PN96_RS08425,0.001287110847479676
PN96_RS19970,2.2929782433961345e-5
PN96_RS02145,0.0010099115761443747
PN96_RS09415,7.69003125131861e-6
PN96_RS02155,0.00036943223773929016
PN96_RS13650,0.0015857249798859577
PN96_RS11765,0.0010606597037853976
PN96_RS21805,0.0005042844045377721
PN96_RS21965,0.001055882116638787
PN96_RS19840,0.0019667511058800166
PN96_RS03235,0.0024067119359952502
PN96_RS09495,0.008173679903330955
PN96_RS13470,0.00013931752907087242
PN96_RS21755,2.1875937149731464e-5
PN96_RS01100,0.0006492795752875549
PN96_RS11975,3.019592433654909e-5
PN96_RS01235,1.438786299238525e-5
PN96_RS03300,1.4962493423955395e-5
PN96_RS03565,0.0013246470840568496
PN96_RS09420,0.00035807871635743513
PN96_RS19315,6.917805694162703e-5
PN96_RS02150,0.0007376448631368573
PN96_RS07375,0.0003354587247049499
PN96_RS14960,2.4274306486471102e-5
PN96_RS01375,0.0023523265455371663
PN96_RS02380,0.0002944833388872316
PN96_RS02360,0.00015232432716701856
PN96_RS11445,2.5786313667190322e-5
PN96_RS13230,3.5752417970508714e-5
PN96_RS19245,3.1088299688164744e-5
PN96_RS02000,0.0015274498185210298
PN96_RS07950,0.003427973581099373
PN96_RS04300,5.366260400253725e-5
PN96_RS11010,0.0003305708125868374
PN96_RS01105,0.0015257993960925082
PN96_RS11195,0.0010377864091931155
PN96_RS17705,0.0009223331932037494
PN96_RS02990,0.0012709247882605615
PN96_RS02350,1.794578769812859e-5
PN96_RS07425,0.0014495251880421592
PN96_RS09390,0.0007722839028477891
PN96_RS11365,0.00014089849819302474
PN96_RS11245,0.008291183019253112
PN96_RS11910,0.0008441535229404769
PN96_RS13600,0.006712037135816167
PN96_RS03975,0.0020669281448243383
PN96_RS14435,0.0001409553443680704
PN96_RS01650,0.000246856964231367
PN96_RS03950,0.0003947055875196826
PN96_RS11985,0.0016150344638254288
PN96_RS07885,0.0002919304430955615
PN96_RS11855,0.0005692333955983698
PN96_RS09400,1.7274574350043827e-5
PN96_RS11770,0.0010822009039609022
PN96_RS04245,0.0073355270547431
PN96_RS11990,0.002103426394907507
PN96_RS15165,0.0006882065270391315
PN96_RS01795,0.0002052056781459957
PN96_RS21720,0.0004842510460041583
PN96_RS09035,0.00025257513386031015
PN96_RS22505,0.0007999223244051963
PN96_RS10630,0.00014613587923921866
PN96_RS16595,1.517667289752581e-5
PN96_RS00050,0.00014956267080857853
PN96_RS01370,0.002980775072120675
PN96_RS05365,0.0004258244465146947
PN96_RS16680,1.2142619873560193e-5
