Reaction,Isozyme,Protein,Stoichiometry,KcatReverse,KcatForward
18321,A,PN96_RS21300,6,5.2694996718062175,4.034104009106289
14053,A,PN96_RS09830,3,1.0130359754158402,1.5676861862043103
15941,A,PN96_RS15000,2,0.08438123957510658,2.4356482722341517
10748,A,PN96_RS01390,2,0.6460521757261533,1.2615025579284995
27654,B,PN96_RS11715,2,0.8147737034716259,0.6243583513959592
27654,B,PN96_RS11720,2,0.8147737034716259,0.6243583513959592
27654,A,PN96_RS13650,2,0.05815972235247105,0.535489802655619
27654,A,PN96_RS11715,2,0.05815972235247105,0.535489802655619
27654,C,PN96_RS13645,2,0.22005545340738147,0.33004151458366116
27654,C,PN96_RS13650,2,0.22005545340738147,0.33004151458366116
27654,D,PN96_RS13645,2,1.6384866778238851,0.03541014924602646
27654,D,PN96_RS11720,2,1.6384866778238851,0.03541014924602646
17053,A,PN96_RS18415,1,0.13175245464994936,0.304732439026472
16809,A,PN96_RS05425,4,0.1134883146344544,0.22394833501812
34799,A,PN96_RS18955,1,0.021882759154017824,0.1182896050256732
12120,B,PN96_RS21135,4,0.11015256856601503,3.6033777591166856
12120,A,PN96_RS08410,4,0.05074805427391162,0.3800335537917091
17453,A,PN96_RS00175,1,0.055744600257557245,1.7885167358525131
11600,A,PN96_RS03665,1,0.21222887212060101,3.135361789143941
28062,A,PN96_RS12535,1,0.1392909670060832,0.01436493219675609
13213,B,PN96_RS05095,4,0.4271297253310375,3.7356682288612157
13213,C,PN96_RS22530,4,1.1808483818310629,3.197762205134878
12536,A,PN96_RS13620,1,1.5423028782451311,1.1508165476732082
18181,A,PN96_RS10730,1,0.3939285362463807,0.2315724990462895
10248,A,PN96_RS01095,2,1.828646675377154,0.041060874171232706
76647,A,PN96_RS18935,1,0.49029011649580473,0.07664748003786505
21020,A,PN96_RS02880,4,2.686405551214069,0.8789218525617635
27686,A,PN96_RS10630,4,0.04970185153197038,1.844016986496654
16845,A,PN96_RS09420,6,1.2349972350177396,0.3862221361145154
18405,A,PN96_RS08050,1,0.283024949516797,5.649800934344078
13121,A,PN96_RS15065,1,0.26148882730038564,9.235203691413652
41924,B,PN96_RS05720,2,0.9210813904193866,1.209720901400808
41924,A,PN96_RS02355,1,0.2204747021416498,2.0936488593603886
10152,A,PN96_RS22110,1,0.0918757823115211,0.5280938059617076
17325,A,PN96_RS02000,3,0.02998913397689908,0.3113217854348413
27738,B,PN96_RS15460,6,2.6517771404540333,26.471526388281077
27738,A,PN96_RS01785,6,12.773409109121229,4.471353025571602
18445,A,PN96_RS00180,1,0.6758909766212899,0.2902548718823548
17129,A,PN96_RS10330,1,0.509968054849772,0.3062742886232398
15093,A,PN96_RS04245,2,0.5131479114009166,3.0411503022752995
22628,A,PN96_RS07375,3,0.044526320037708005,0.19201191898255834
24801,A,PN96_RS21300,6,2.73921345171794,0.6129348024213207
25209,A,PN96_RS11330,1,0.4950903551558181,0.19215610196895877
15841,B,PN96_RS21965,1,14.25976502902502,35.36555052415826
15841,A,PN96_RS05360,1,0.7943293763111414,4.388875581891054
41884,B,PN96_RS03565,2,0.11454004260998599,0.11103280977487251
14717,B,PN96_RS18400,4,0.16377174543008563,0.09626690087228364
14717,A,PN96_RS10965,4,0.10728836341375715,0.08539462064928931
Na_ATPsynthase,A,PN96_RS13585,1,25.36009344035946,211.0900313272572
Na_ATPsynthase,A,PN96_RS13570,1,25.36009344035946,211.0900313272572
Na_ATPsynthase,A,PN96_RS13590,3,25.36009344035946,211.0900313272572
Na_ATPsynthase,A,PN96_RS13600,1,25.36009344035946,211.0900313272572
Na_ATPsynthase,A,PN96_RS13605,1,25.36009344035946,211.0900313272572
Na_ATPsynthase,A,PN96_RS13580,2,25.36009344035946,211.0900313272572
Na_ATPsynthase,A,PN96_RS13575,10,25.36009344035946,211.0900313272572
Na_ATPsynthase,A,PN96_RS13565,1,25.36009344035946,211.0900313272572
Na_ATPsynthase,A,PN96_RS13595,1,25.36009344035946,211.0900313272572
25237,A,PN96_RS10630,4,0.3387109686613037,0.16977643900464326
41528,B,PN96_RS20950,1,0.0920067202332233,2.4976964873761753
41528,A,PN96_RS07515,1,0.9083290243039244,0.6887507749416975
34851,A,PN96_RS18945,1,0.15638291151115832,0.32482597042481454
31755,A,PN96_RS18905,1,2.5115242397071333,1.370974115572849
