Protein,AbsoluteMoleFraction
PN96_RS10965,20.972769260485464
PN96_RS02380,3.7961845686501787
PN96_RS14960,0.24175177942866574
PN96_RS04860,0.06378103264656601
PN96_RS20755,3.342969492129679
PN96_RS09410,0.14380703664617892
PN96_RS12890,0.24585728766645745
PN96_RS13755,12.337869867720475
PN96_RS20885,20.562670412281253
PN96_RS00570,4.993547926085853
PN96_RS02155,6.233245855380245
PN96_RS08465,22.188492196863468
PN96_RS01795,2.613283326803979
PN96_RS07890,4.50023413012008
PN96_RS12490,10.917778435468144
PN96_RS03300,0.3008410979712192
PN96_RS00515,1.3650432137402544
PN96_RS03970,0.20565647115371807
PN96_RS13605,1.2202424655284962
PN96_RS11310,0.8600837005290319
PN96_RS07840,0.5264320339267329
PN96_RS05385,4.3497405428547715
PN96_RS01365,185.9813467913156
PN96_RS04245,77.7610812512453
PN96_RS09825,0.39353866216992406
PN96_RS13770,3.262086623799607
PN96_RS05840,0.1431899805387525
PN96_RS00150,0.7377626136587654
PN96_RS05100,1.473426334838298
PN96_RS22505,8.123936608147117
PN96_RS13470,1.3707277108125158
PN96_RS09380,1.7005387048687972
PN96_RS10730,2.0502465153726748
PN96_RS21755,0.18360906678071207
PN96_RS23400,2.28952437048833
PN96_RS00590,0.17396865366325864
PN96_RS11985,14.016234000079885
PN96_RS11195,10.253239228651951
PN96_RS00840,1.8487898415680686
PN96_RS12630,1.3125335902447992
PN96_RS14635,43.0206166589486
PN96_RS08050,0.15099610784721038
PN96_RS03950,6.318040393186015
PN96_RS11815,0.07378548987987457
PN96_RS02880,8.292679391161828
PN96_RS01390,9.455842003461505
PN96_RS16775,0.28678562971517557
PN96_RS02360,2.4728581430966696
PN96_RS23215,4.846605153199303
PN96_RS11330,1.3622434766043858
PN96_RS05825,0.04727965431204838
PN96_RS19840,28.097736602674942
PN96_RS09495,60.12054671978986
PN96_RS07785,0.8316978949827083
PN96_RS12625,0.6500226008251747
PN96_RS09435,8.223002745003273
PN96_RS10570,3.8100269680774277
PN96_RS03080,98.3088323669599
PN96_RS00920,52.11696425151597
PN96_RS16020,0.16460208895477416
PN96_RS03555,26.50192207593715
PN96_RS10220,1.6037023666485404
PN96_RS13590,35.89563142818843
PN96_RS01780,0.7510193977237147
PN96_RS14615,4.185867294026516
PN96_RS12475,0.3255506596718171
PN96_RS21135,2.3786014092592294
PN96_RS13620,0.28393039238392004
PN96_RS02355,9.625650977888249
PN96_RS07950,30.457479867951758
PN96_RS01105,15.318626005787184
PN96_RS11910,19.6941451997195
PN96_RS02310,5.2341230771311
PN96_RS11445,0.24463174057408224
PN96_RS14395,20.106061674863014
PN96_RS03690,0.84358876583629
PN96_RS07515,0.5438364301879323
PN96_RS01130,1.6196332401053937
PN96_RS11755,30.15970419334383
PN96_RS14435,1.321580933193491
PN96_RS09405,10.006749675289475
PN96_RS10330,27.178064014127862
PN96_RS19245,0.3927730032311197
PN96_RS03410,5.37649788035687
PN96_RS11905,6.289710880546026
PN96_RS13650,12.255090056047738
PN96_RS01370,20.938432911304066
PN96_RS09630,161.85304369780664
PN96_RS11440,3.4191648946813804
PN96_RS08610,0.029540898662509862
PN96_RS19970,0.32328430988159756
PN96_RS09390,8.100778507970146
PN96_RS12525,2.2537573361392242
PN96_RS03075,1.6392954738954293
PN96_RS00555,0.6294057555574033
PN96_RS09240,8.389210205715557
PN96_RS01770,2.4395204126376706
PN96_RS07630,0.11167935326651178
PN96_RS07905,2.263051516644961
PN96_RS09870,3.101164755574459
PN96_RS08600,1.8081748710981154
PN96_RS03415,1.8179875909947512
PN96_RS05370,123.18926163530016
PN96_RS13570,0.5260582576110017
PN96_RS11770,21.900855010246797
PN96_RS18400,16.366766296661037
PN96_RS11245,22.696271983179525
PN96_RS15085,0.15619302655574932
PN96_RS13750,6.322643165345636
PN96_RS15005,4.896764739489817
PN96_RS00925,19.877455122138098
PN96_RS03965,15.318787061450825
PN96_RS03565,13.974377123935325
PN96_RS13645,0.1854160736551251
PN96_RS02330,1.1143474437497667
PN96_RS07895,42.35141794261552
PN96_RS12815,0.8035894014325604
PN96_RS23270,0.3000461484442292
PN96_RS01650,2.3715017985088083
PN96_RS10265,12.280107807676384
PN96_RS02460,2.452828237971292
PN96_RS05685,3.5263158024688197
PN96_RS00955,1.382516449616735
PN96_RS09395,4.1685934150441195
PN96_RS07885,6.001974094401015
PN96_RS09420,3.3991015534044946
PN96_RS13595,13.317251426931419
PN96_RS14820,23.485278343521696
PN96_RS02150,7.45454048667059
