Protein,MassFraction
PN96_RS13640,0.00023681833685078378
PN96_RS05685,0.00045408422849100026
PN96_RS14615,0.00018329304815429257
PN96_RS02050,7.187368006849518e-5
PN96_RS01780,3.79284615000314e-5
PN96_RS03960,0.0005875735579044618
PN96_RS13605,5.8390180529062424e-5
PN96_RS03965,0.0006546932666080658
PN96_RS05360,0.0006584059085150877
PN96_RS07890,0.0003276710756304738
PN96_RS12630,7.831125662963177e-5
PN96_RS02465,2.6606875133160077e-5
PN96_RS20825,0.0009120675581854059
PN96_RS00555,0.0001213497485744992
PN96_RS11815,8.194797114967925e-7
PN96_RS14775,0.0023842725771611104
PN96_RS10965,0.0008234591914220296
PN96_RS09240,0.0006896107422494171
PN96_RS08410,0.0003197462443799551
PN96_RS13345,0.008173729203109088
PN96_RS01460,0.003811123070722218
PN96_RS00950,0.0004929725397959311
PN96_RS15065,0.00010302927997265679
PN96_RS10330,0.01176757449594275
PN96_RS23400,0.0001735489179851451
PN96_RS07515,6.316688550009451e-5
PN96_RS23215,0.00018354708048108265
PN96_RS05830,0.00011776537577344347
PN96_RS11375,7.671717766255573e-5
PN96_RS03545,0.0006172763589374387
PN96_RS10930,0.000250968307290479
PN96_RS11330,0.00011273857488458577
PN96_RS11350,4.6826021211910675e-5
PN96_RS03665,0.0002268561271254625
PN96_RS10570,0.0008441615756586448
PN96_RS11355,5.2567242904190475e-5
PN96_RS18415,0.0002878851843002097
PN96_RS09630,0.011589298046914174
PN96_RS13645,3.920750037852305e-6
PN96_RS11715,3.632310119136456e-5
PN96_RS14405,1.8119130451592195e-6
PN96_RS03310,0.00036552484578464224
PN96_RS00515,0.0001310306823812273
PN96_RS01390,0.0002823757077860839
PN96_RS01365,0.03380572459688038
PN96_RS11310,3.839962716833792e-5
PN96_RS20885,0.001776056090546045
PN96_RS21125,2.0397095239301866e-5
PN96_RS09405,0.003231805167651479
PN96_RS02460,0.00021096639370635827
PN96_RS03555,0.001921504381212721
PN96_RS10090,0.004606395413302198
PN96_RS02330,0.0001934472616418766
PN96_RS05150,0.0006191213998348819
PN96_RS07630,2.1271755692198457e-5
PN96_RS13595,0.0017723521950156846
PN96_RS09825,5.518776486736974e-5
PN96_RS12815,4.118316374530095e-5
PN96_RS00955,6.391378335124145e-5
PN96_RS07895,0.0028647911832469716
PN96_RS00150,2.6801021215500158e-5
PN96_RS10265,0.0010730964626351177
PN96_RS03955,0.0014746259619148614
PN96_RS01115,1.9626770936862693e-5
PN96_RS03410,0.001047347353401033
PN96_RS13590,0.008704749684101348
PN96_RS05095,1.981101407360944e-5
PN96_RS12730,8.885699408655024e-5
PN96_RS00925,0.0017542219473105167
PN96_RS07785,0.0002580509339737542
PN96_RS00570,0.00019277799275037232
PN96_RS12525,0.00020687858571580772
PN96_RS09830,0.00012039989606518574
PN96_RS02160,7.249925190904e-5
PN96_RS03550,0.0002802091813117416
PN96_RS10960,0.0007886078548029053
PN96_RS11380,7.676654001203004e-5
PN96_RS05385,3.1909685198366067e-6
PN96_RS12625,4.901507001802501e-5
PN96_RS13580,0.0006238786634321542
PN96_RS18400,0.0009135706495256448
PN96_RS09395,0.0010865053320942794
PN96_RS05840,4.8320776522882784e-5
PN96_RS11720,0.0005165262852812428
PN96_RS08465,0.00487393371842229
PN96_RS06345,0.0001815288152115679
PN96_RS09865,3.144383558700381e-5
PN96_RS21135,4.685506348128641e-5
PN96_RS04115,0.0001034054629763105
PN96_RS03690,6.239421364039684e-5
PN96_RS03220,0.0018998641160282161
PN96_RS01120,2.6028193532389417e-6
PN96_RS07905,0.0001416878063942159
PN96_RS15070,0.00029824142743555834
PN96_RS15000,4.959641823629503e-5
PN96_RS10515,3.517535118498528e-5
PN96_RS11255,0.002251198060534349
PN96_RS10270,6.621757127865008e-5
PN96_RS16775,9.605845323404425e-6
PN96_RS02365,1.82978120907529e-5
PN96_RS07445,0.000662958953614457
PN96_RS09870,0.00032921107381353936
PN96_RS14635,0.0056218616228923485
PN96_RS03315,6.843225885957603e-6
PN96_RS11450,8.967576879847053e-5
PN96_RS22760,5.161365239812806e-5
PN96_RS07870,0.0010602417679353656
PN96_RS09410,8.23675428021872e-6
PN96_RS11200,0.0016567677993089799
PN96_RS13770,0.00019847913588331547
PN96_RS02310,0.0005497053479927676
PN96_RS21230,0.0008448601351463742
PN96_RS13990,0.0002451529766418073
PN96_RS00575,0.0003763329461494962
PN96_RS10575,0.0027642861363807113
PN96_RS23260,3.696158136452554e-5
PN96_RS15005,0.0004009410267897621
PN96_RS20755,0.0001976183614369113
PN96_RS03075,8.356747603689963e-5
PN96_RS13755,0.000596913276312315
PN96_RS07490,9.277116523431006e-5
PN96_RS00920,0.005243234782879955
PN96_RS08600,0.00011595061663778959
PN96_RS13610,0.00025163598956336636
PN96_RS15010,0.0009250702724537814
PN96_RS11250,0.002744581982505596
PN96_RS14285,4.661883031284995e-5
PN96_RS02155,0.0005458535002759957
PN96_RS08425,0.0014098768219002432
PN96_RS13650,0.0021474356478601176
PN96_RS02145,0.0020923715294402837
PN96_RS09415,7.414634829399682e-6
PN96_RS19840,0.0020186023542498733
PN96_RS22530,1.6378777357307503e-5
PN96_RS11765,0.002478008856690212
PN96_RS21805,0.00043326305628185816
PN96_RS21965,0.001120221874223722
PN96_RS03235,0.0025026095037302986
PN96_RS09495,0.005115068486752983
PN96_RS11975,4.48388780566359e-5
PN96_RS01100,0.00089503887578967
PN96_RS15460,2.9095758915793844e-5
PN96_RS01235,8.779363078750577e-6
PN96_RS03300,1.8343689123874305e-5
PN96_RS03565,0.0012631359353009548
