Protein,MassFraction
PN96_RS07425,0.001394421662092571
PN96_RS11365,0.00015350909063220462
PN96_RS11245,0.011433462949786486
PN96_RS11910,0.0014903096722339796
PN96_RS13600,0.01644518641620125
PN96_RS03975,0.0007380630449204103
PN96_RS14435,0.00010279160663340663
PN96_RS01650,0.0002213941633436629
PN96_RS03950,0.0001635940816021404
PN96_RS11985,0.0015904872358303765
PN96_RS07885,0.0003269804306976641
PN96_RS15020,0.0002299927432912491
PN96_RS09400,0.00043568275140088943
PN96_RS11855,0.0086358048875448
PN96_RS04245,0.002987017035552719
PN96_RS11770,0.0018900301577992771
PN96_RS11990,0.0021387158308803444
PN96_RS15165,0.0010036215063713072
PN96_RS21720,4.9683323034226726e-5
PN96_RS09035,0.00031252303670145236
PN96_RS01795,0.00015789569975292175
PN96_RS22505,0.0005970308935774393
PN96_RS10630,0.00033718892904474926
PN96_RS16595,1.996863188436052e-5
PN96_RS00050,0.0002017016568686735
PN96_RS01370,0.0014016833920036437
PN96_RS05365,0.0002981868081891332
PN96_RS16680,8.508643940740878e-6
