Protein,AbsoluteMoleFraction
PN96_RS10965,9.510417005078708
PN96_RS02380,3.923931917454575
PN96_RS14960,0.40734671375798276
PN96_RS20755,2.0892495995653175
PN96_RS09410,0.29522346216334355
PN96_RS13755,16.47081439047671
PN96_RS20885,22.06599393601603
PN96_RS00570,5.060272339190404
PN96_RS02155,9.209913810069994
PN96_RS08465,27.794096805750222
PN96_RS01795,2.0916124047111846
PN96_RS07890,3.7738840411300503
PN96_RS12490,12.03757132723777
PN96_RS02050,0.6733910620681531
PN96_RS03300,0.368824594972501
PN96_RS00515,1.748363169121458
PN96_RS03970,0.11493753339882895
PN96_RS13605,1.7440784079112126
PN96_RS11310,0.6159118428693411
PN96_RS07840,1.2434092287312783
PN96_RS05385,0.026309884906134062
PN96_RS01365,155.76388820969615
PN96_RS04245,52.02105247823948
PN96_RS09825,0.4053295814519434
PN96_RS13770,3.038842491084397
PN96_RS05840,0.2584765526522827
PN96_RS00150,0.35226310845874553
PN96_RS22505,1.3957962241278945
PN96_RS11985,17.097342052967445
PN96_RS09380,2.155331355744406
PN96_RS10730,0.38253970610453525
PN96_RS23400,2.1023527873626278
PN96_RS00590,0.202790325824572
PN96_RS11195,8.208381198721405
PN96_RS00840,1.7751614087314282
PN96_RS12630,1.5504988935586022
PN96_RS14635,46.696659724520195
PN96_RS03950,4.322044404642598
PN96_RS11815,0.021157549990712406
PN96_RS02880,6.559035735130356
PN96_RS01390,5.105186908927065
PN96_RS16775,0.19807850070702776
PN96_RS02360,3.294501007468858
PN96_RS23215,1.8547830554484317
PN96_RS11330,1.508540743152181
PN96_RS05825,0.19826895041335782
PN96_RS19840,28.838502790557282
PN96_RS05945,0.21709946118486378
PN96_RS07785,3.5826579410156296
PN96_RS07395,2.417356131821231
PN96_RS09495,37.62328811132377
PN96_RS12625,0.6190561390704372
PN96_RS00820,0.06457000150506706
PN96_RS09435,11.413026867042193
PN96_RS10570,6.7093863179196696
PN96_RS03080,85.85661040269201
PN96_RS00920,59.004601029094204
PN96_RS03555,34.38728082264391
PN96_RS10220,1.824717090479915
