Protein,MassFraction
PN96_RS10270,6.304172287135138e-5
PN96_RS16775,1.2719157787426411e-5
PN96_RS02365,1.942927805322773e-5
PN96_RS07445,0.00042063051332884836
PN96_RS09870,0.00031767163769705196
PN96_RS14635,0.0015082931744214586
PN96_RS03315,5.071436768772047e-6
PN96_RS11450,0.0003071052203767973
PN96_RS22760,0.0002295978959816669
PN96_RS07870,0.0009072559231189643
PN96_RS09410,4.868031730563152e-5
PN96_RS03490,4.7131549269394e-5
PN96_RS11200,0.0010675143532562089
PN96_RS13770,0.0001680109640488409
PN96_RS02310,0.00039711806659698803
PN96_RS21230,0.0030080378725756292
PN96_RS00575,0.00023497941169471121
PN96_RS10575,0.002021243621837593
PN96_RS23260,0.001322803341402799
PN96_RS08050,0.0013540659271977383
PN96_RS15005,0.0005729402974414472
PN96_RS20755,0.00011154534092135192
PN96_RS03075,1.2219841338853604e-5
PN96_RS13755,0.00044515822935216565
PN96_RS08600,0.00011948368981397528
PN96_RS00920,0.0022873519698260233
PN96_RS13610,0.0002598570816643972
PN96_RS15010,0.0016715488910997026
PN96_RS21725,2.016177891647639e-5
PN96_RS11250,0.001769545337195034
PN96_RS14285,5.380687895620757e-5
PN96_RS02155,0.0008395962602991746
PN96_RS08425,0.0006996571651482919
PN96_RS13650,0.0018952547072213467
PN96_RS02145,0.0027877283131165333
PN96_RS09415,1.8414940173242796e-5
PN96_RS19840,0.005211638047354887
PN96_RS03235,0.0009021033266299608
PN96_RS11765,0.0034015996036416644
PN96_RS21805,0.0008163816613749263
PN96_RS21965,0.0006481451562629426
PN96_RS09495,0.00387041872217747
PN96_RS11975,2.869840797792787e-5
PN96_RS01100,0.0005945761142524574
PN96_RS03300,1.8620453975950475e-5
PN96_RS01235,1.3107863507057637e-5
PN96_RS03565,0.001475327816521892
PN96_RS09420,0.0008501676945696576
PN96_RS07395,0.00038987718388298155
PN96_RS17695,0.003756130712128365
PN96_RS02150,0.0023101983545264757
PN96_RS07375,0.00017350321551091303
PN96_RS14960,5.4416439043118574e-5
PN96_RS01375,0.003291596738363048
PN96_RS02380,0.0002705090877415686
PN96_RS02360,0.00010518985701630322
PN96_RS11445,0.0002125109649013484
PN96_RS13230,1.8979144648149262e-5
PN96_RS02000,0.0012992386038184213
PN96_RS07950,0.003757669536827911
PN96_RS04300,0.00037640577753630196
PN96_RS11010,0.0006569297498723433
PN96_RS01105,0.00079958504878709
PN96_RS11195,0.0006467961946527774
PN96_RS02990,0.0010727980996099072
PN96_RS02350,3.96618193879574e-5
PN96_RS07425,0.0008743818037223098
PN96_RS09390,0.0031600774606182647
PN96_RS11365,0.00015236018814728712
PN96_RS11245,0.010658123872304222
PN96_RS11910,0.0006541211299042462
PN96_RS13600,0.019568663353935985
PN96_RS03975,0.0011359389090370839
PN96_RS14435,0.0001258853758675529
PN96_RS01650,0.0001729454972259256
PN96_RS03950,0.00017964602145292553
PN96_RS11985,0.0021617830833814073
PN96_RS07885,0.00021944855945977938
PN96_RS15020,0.0004118388391890498
PN96_RS09400,0.0005129209002801014
PN96_RS11855,0.01203441580481391
PN96_RS04245,0.0031159899231610272
PN96_RS11770,0.0025393610020339854
PN96_RS11990,0.0027990915834179425
PN96_RS15165,0.0011371853238859619
PN96_RS21720,1.14208734395136e-5
PN96_RS09035,8.300488824231796e-5
PN96_RS01795,0.00010855134989477773
PN96_RS10630,0.000944809673652854
PN96_RS16595,3.7089583224542326e-6
PN96_RS00050,0.00019349001443345301
PN96_RS01370,0.002374782424561075
PN96_RS05365,0.00026184029406643353
PN96_RS16680,6.972863107510877e-6
